"Study #","Authors","Excluded?","Medium","Method","Collection equipment","Equip Length (mm)","Equip Diam (mm)","Climate","Year (publication)","Year (sampling)","Habitat Sampled","Site names","Spatial level","Spatial separation (m)","n","Inorganic C %","Carbonate  (%DW)","% mud (""silt & clay"", <63um)","DBD (Dry Bulk Density (g mL-1) = g (cm-3))","Corg (% DW)","Variance type(s)","InorgC var","Carb var","%mud var","DBD var","Corg var","Dating?","SAR (linear)","SAR units","SAR variance","SAR variance type","Sed MAR (mass)","Sed MAR units","MAR variance","MAR variance type","C donor isotope signatures","Core depth (m)","Core depth midpoint (m)","% Mangrove","% Seagrass","% Macroalgae","% saltmarsh","%Epiphytes/MPB","% Plantkon","% SPOM","% Terrestrial","AutochReported","AllochReported","%Tricho","Coral","Sewage","SUM","Autochthonous","Autoch_var","Allochthonous","Variance Type","% MNG Var","% SGR Var","% MAC Var","%EPIP Var","% PLK Var","% Tricho Var","%saltmarsh Var","%SPOM var","% Terrestrial var","Autochth. % var","Allochth. % var","Coral % Var","Sewage % Variability","OCsource_C13","OCsource_N15","OCsource_CN","OCsource_CPratio","OCsource_eDNA","OCsource_lipids","OCsource_lignin","No. source markers","End-members attempted","End-members reported","Attempted vs reported differences","Analysis method","Analysis method (detail)","Location","Nation","Lat (decimal)","Long (decimal)","Water depth (m)","SST min (C)","SST mean (C)","SST max (C)","Salinity","Salinity units","Macrophyte composition","Epiphyte composition","Seascape context","Habitat area data?","OC source marker measured","Source analysis notes","Notes","Data","Seston/SPOM"
68,"Mihale et al. 2021","Bayesian model","sediment","coring","Push Corer","300","60","Tropical",2021,"2011-2012","Unvegetated",NA,"Among sites",1800,3,0.164032222222222,NA,NA,NA,1.41111111111111,"SD",0.0105561474103076,NA,NA,NA,0.770521708781591,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sewage, Terrestrial, Mangrove, Phytoplankton, Macroalgae","0-0.09",0.045,15.2961565512696,NA,1.05442572351113,NA,NA,1.10205804779238,NA,74.8368872250919,NA,NA,NA,NA,6.83002864205729,83.8233996384527,NA,NA,NA,"SD",25.2170174038889,NA,0.354006024588691,NA,0.305909300849532,NA,NA,NA,23.7564547343302,NA,NA,NA,3.20517650437262,1,1,NA,NA,NA,NA,NA,2,5,5,NA,"Bayesian Mixing Model","Bayesian Mixing Model (FRUITS)","Dar es Salaam","Tanzania",-6.880611,39.276663,NA,NA,NA,NA,NA,NA,"Avicennia marina, Bruguiera gymnorrhiza, Ceriops tagal, Rhizophora mucronata, and Sonneratia alba",NA,"Heavily modified land-use in estuary catchment","Yes (Figure 1)","Stable isotopes (C13 & N15)","2 isotope, 5 source,  Bayesian Mixing Model (FRUITS)","Not collected in mangrove, but thalweg of river.","Table 1, Figs 8,9",NA
69,"Miyajima et al. 2015","Bayesian model","sediment","coring","Percussion Corer (PVC pipe)","2000","40","Temperate",2015,"2009-2012","Unvegetated","Kyushu region","Among sites",2000,3,NA,NA,NA,1.34845901539851,0.174011015098956,"SD",NA,NA,NA,0.109503166758663,0.136862413116487,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seagrass, plankton, terrestrial, macroalgae","0-2",0.9,NA,7.13333333333333,11.2333333333333,NA,NA,21.8,NA,59.8333333333333,NA,NA,NA,NA,NA,100,NA,NA,NA,"SD",NA,2.57358375292768,4.05257120027932,NA,7.63740793725202,NA,NA,NA,14.2703655641099,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4,4,NA,"Linear mixing model","IsoSource Model","Kyushu Island","Japan",33.6062,131.2376,"0",NA,NA,NA,NA,NA,"bare area",NA,NA,NA,"Stable isotope (C13)","1 isotope, 4 source IsoSource Model",NA,"Table S1-S3, Table 3",NA
69,"Miyajima et al. 2015","Bayesian model","sediment","coring","Percussion Corer (PVC pipe)","2000","40","Temperate",2015,"2009-2012","Unvegetated","Honshu region","Among sites",3000,3,NA,NA,NA,1.26166359190745,0.492224567573387,"SD",NA,NA,NA,0.117177148418081,0.0838538366656097,"C-14",0.032,"cm/yr",NA,NA,NA,NA,NA,NA,"Seagrass, plankton, terrestrial, macroalgae","0-2",1,NA,6.16666666666667,9.86666666666667,NA,NA,19.1666666666667,NA,64.8333333333333,NA,NA,NA,NA,NA,100.033333333333,NA,NA,NA,"SD",NA,1.60727512683216,2.47857485933618,NA,4.75008771848828,NA,NA,NA,8.85738862946257,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4,4,NA,"Linear mixing model","IsoSource Model","Honshu Island","Japan",34.3254,132.8959,"0",NA,NA,NA,NA,NA,"bare area",NA,NA,NA,"Stable isotope (C13)","1 isotope, 4 source IsoSource Model",NA,"Table S1-S3, Table 3",NA
69,"Miyajima et al. 2015","Bayesian model","sediment","coring","Percussion Corer (PVC pipe)","2000","60","Tropical",2015,"2010","Unvegetated","Thailand region","Among sites",1000,2,NA,NA,NA,1.48433299474242,0.567087859586872,"SD",NA,NA,NA,0.128418806743484,0.289741221628847,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seagrass, plankton, terrestrial, macroalgae","0-2",1,NA,7.8,14.9,NA,NA,31.9,NA,45.4,NA,NA,NA,NA,NA,100,NA,NA,NA,"SD",NA,0.565685424949239,1.13137084989848,NA,2.26274169979695,NA,NA,NA,3.95979797464466,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4,4,NA,"Linear mixing model","IsoSource Model","Andaman Sea","Thailand",9.252,98.3358,"0",NA,NA,NA,NA,NA,"bare area",NA,NA,NA,"Stable isotope (C13)","1 isotope, 4 source IsoSource Model",NA,"Table S1-S3, Table 3",NA
72,"Matos et al. 2020","Bayesian model","sediment","coring","Push Corer","500",NA,"Tropical",2020,"2017","Unvegetated",NA,"Among sites",1000,3,NA,NA,58,0.633333333333333,2.23333333333333,"SD",NA,NA,NA,NA,1.00166528008778,"Pb210 gamma",1.5,"cm/yr",NA,NA,NA,NA,NA,NA,"Phytoplankton, mangrove","0-0.35",0.175,30.4333333333333,NA,NA,NA,NA,NA,59.9,NA,NA,NA,NA,NA,NA,59.9,NA,NA,NA,"SD",8.16476168258042,NA,NA,NA,NA,NA,NA,6.81982404465101,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,2,NA,"Linear mixing model","Mixing model (Schultz & Calder 1976)","Amazon","Brazil",-0.7,-47.65,NA,NA,27.7,NA,NA,NA,"Rhizophora, Avicennia germinans, Laguncularia racemose",NA,NA,"Yes (Figure 1B)","Stable isotope (C13)","1 isotope, 2 member mixing model (Schultz & Calder 1976)",NA,NA,NA
73,"Mukherjee et al. 2019","Bayesian model","sediment","coring","Gravity corer","Not described","Not described","Tropical",2019,"2014","Unvegetated","Chilika lagoon","Among sites",9000,8,NA,NA,61.63,NA,0.84,"SD",NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPOM, mangrove","0-0.35",0.18,NA,NA,NA,NA,NA,NA,96.5,3.51,NA,NA,NA,NA,NA,100.01,NA,NA,NA,"SD",NA,NA,NA,NA,NA,NA,NA,15.1,15.1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,2,NA,"Linear mixing model","Mixing model (Calder & Parker 1968)","Odisha","India",20.666667,86.75,"2",NA,NA,NA,NA,NA,"Avicennia alba, Avicennia officinalis, Rhizophora mucronata, Excoecaria agallocha, Acanthus illicifolius, Sonneratia apetala, Heritiera minor",NA,NA,"Yes (Figure 2)","Stable isotope (C13)","1 isotope, 2 member mixing model (Calder & Parker 1968)",NA,NA,NA
75,"Ogawa et al. 2021","Bayesian model","sediment","coring","Push Corer","100","77","Tropical",2021,"2013","Unvegetated","Bay Zone","Among sites",500,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mangrove, microphytobenthos, phytoplankton, C3 terr plant, seagrass, C4 plant, macroalgae, fish feed","0.05-0.1",0.075,30.3816,NA,NA,NA,29.9468,40.875,NA,NA,NA,NA,NA,NA,NA,70.8218,NA,NA,NA,"95% CL",10.223,NA,NA,27.4983,31.3603,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,3,3,NA,"Bayesian Mixing Model","Bayesian SIAR","Batan Bay","Philippines",11.6,122.4,NA,NA,NA,NA,NA,NA,"Largely deforested of mangroves",NA,"Heavily modified estuary for mariculture",NA,"Stable isotopes (C13 & N15)","2 isotope, 3 member, Bayesian SIAR",NA,NA,NA
75,"Ogawa et al. 2021","Bayesian model","sediment","coring","Push Corer","100","77","Tropical",2021,"2013","Unvegetated","Back-barrier Zone","Among sites",800,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mangrove, microphytobenthos, phytoplankton, C3 terr plant, seagrass, C4 plant, macroalgae, fish feed","0.05-0.1",0.075,46.7915,NA,NA,NA,40.4478,16.8271,NA,NA,NA,NA,NA,NA,NA,57.2749,NA,NA,NA,"95% CL",12.154,NA,NA,25.4554,29.5446,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,3,3,NA,"Bayesian Mixing Model","Bayesian SIAR","Batan Bay","Philippines",11.6,122.4,NA,NA,NA,NA,NA,NA,"Largely deforested of mangroves",NA,"Heavily modified estuary for mariculture",NA,"Stable isotopes (C13 & N15)","2 isotope, 3 member, Bayesian SIAR",NA,NA,NA
76,"Oreska et al. 2018","Bayesian model","sediment","coring","Push Corer",NA,"60","Temperate",2018,"2014","Unvegetated","Wreck Island - Sites 17-18","Among sites",2000,2,NA,NA,NA,NA,2.82,"SD",NA,NA,NA,NA,0.339,"Pb210 alpha",NA,NA,NA,NA,NA,NA,NA,NA,"Seagrass, S. alterniflora, benthic diatoms","0.0-0.06",0.03,NA,46.2,NA,32.4,21.5,NA,NA,NA,NA,NA,NA,NA,NA,100.1,NA,NA,NA,"SD",NA,9.546,NA,2.121,NA,NA,7.354,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,3,3,NA,"Bayesian Mixing Model","Bayesian SIAR (34S excluded due to ""discrepancies"")","Virginia","USA",37.266667,-75.799167,NA,NA,NA,NA,NA,NA,NA,NA,"Meadow edge (bare)","Figure 1?, Table 1","Stable isotopes (C13, 15N, 34S)","2 isotope, 3 source, Bayesian SIAR (34S excluded due to ""discrepancies"")","Excluded d34S due to discrepancies ranges in soil mixture and sources","Table 2",NA
86,"Chu et al. 2023","Bayesian model","sediment","coring","Not described",NA,NA,"Tropical",2023,"2016","Unvegetated",NA,"Among sites (T model)",164000,2,NA,NA,NA,1.235,1.12,"SD",NA,NA,NA,0.219203102167831,0.791959594928933,"Pb210ex, Cs137 gamma",NA,NA,NA,NA,NA,NA,NA,NA,"Local manngrove leaves at each location","0-0.5",0.3125,43.2,NA,NA,NA,NA,18.75,NA,18.82,NA,NA,NA,NA,NA,37.57,NA,NA,NA,"SD",6.36396103067893,NA,NA,NA,13.5057395206631,NA,NA,NA,20.0535483144505,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,3,3,3,NA,"Biomarker rel. abund./ratio","Monte Carlo mixing models (ratio taxaxerol to n-31 alkane & C13)","Hainan","China",19.6256,110.792633,NA,NA,NA,NA,NA,NA,"Rhizophora",NA,NA,NA,"Stable isotope (C13), lipids (taraxerol, n31 alkanes)","mangrove-focused, Monte Carlo mixing models (ratio taxaxerol to n-31 alkane & C13, C13 to C:N ratio)",NA,NA,NA
86,"Chu et al. 2023","Bayesian model","sediment","coring","Not described",NA,NA,"Tropical",2023,"2016","Unvegetated",NA,"Among sites",164000,2,NA,NA,NA,1.235,1.12,"SD",NA,NA,NA,0.219203102167831,0.791959594928933,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local manngrove leaves at each location","0-0.5",0.3125,20.55,NA,NA,NA,NA,20.3,NA,43.45,NA,NA,NA,NA,NA,63.75,NA,NA,NA,"SD",7.00035713374682,NA,NA,NA,8.20243866176395,NA,NA,NA,7.0003571337468,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,3,3,3,NA,"Linear mixing model","Monte Carlo mixing models (C13 to C:N ratio)","Hainan","China",19.6256,110.792633,NA,NA,NA,NA,NA,NA,"Rhizophora",NA,NA,NA,"Stable isotope (C13), lipids (taraxerol, n31 alkanes)","mangrove-focused, Monte Carlo mixing models (ratio taxaxerol to n-31 alkane & C13, C13 to C:N ratio)",NA,NA,NA
87,"Ye et al 2023","Bayesian model","sediment","coring","Auger","300","50","Tropical",2023,"2022","Unvegetated",NA,"Among sites",10,3,NA,NA,71.9533333333333,NA,1.81566666666667,"SD",NA,NA,21.0931661524138,NA,0.725148662919083,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local mangrove roots and leaves, terrestrial soils and marine organisms from the literature (Table 1)","0-0.3",0.15,53.6833333333333,NA,NA,NA,NA,NA,14.5166666666667,31.8,NA,NA,NA,NA,NA,46.3166666666667,NA,NA,NA,"SD",5.06811930930333,NA,NA,NA,NA,NA,NA,6.65889129910779,1.60234203589621,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,3,NA,"Bayesian Mixing Model","MixSIAR","Shenzhen Bay Sth China","China",22.504917,113.960639,"2.9-7",NA,NA,NA,NA,NA,"Kandelia candel and Sonneratia apetala",NA,"transect across bay from creek to mangroves into mudflats",NA,"Stable isotope (C13)","MixSIAR model","values are averages of cores taken before and after rainfall","Table 2, Figure 7",NA
89,"Huang et al 2023","Bayesian model","sediment","coring","Not described","1000",NA,"Temperate",2023,"2019","Unvegetated","Maoyen","Within core",NA,1,NA,NA,NA,0.9,1.8,"SD",NA,NA,NA,0.1,0.1,"Pb210 gamma Ra230",NA,NA,NA,NA,NA,NA,NA,NA,"leaves of S. alteriflora, K. obovata, POM","1",0.5,13.9359,NA,NA,8.5234,NA,NA,77.4905,NA,NA,NA,NA,NA,NA,86.0139,NA,NA,NA,"95%CI",1.4958,NA,NA,NA,NA,NA,0.983,1.66670000000001,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2,3,3,NA,"Bayesian Mixing Model (SimmR)","SimmR","Yueqing Bay","China",28.2197,121.1718,NA,NA,NA,NA,NA,NA,NA,NA,"examines change in input due to planting of mangroves and introduction of pest grass on two islands and adjacent mudflats",NA,"Stable isotope (C13, N15) C:N ratio","C13, N15 C/N SIMMR Bayesian",NA,NA,NA
93,"Carreira et al 2016","Bayesian model","sediment","surface scrape","Van Veen Grab",NA,NA,"Tropical",2016,"2008","Unvegetated","Serinhaem","Among sites",2500,8,NA,NA,8.97875,NA,1.101375,"SD",NA,NA,12.972487852044,NA,1.38911430543762,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Literature","0-0.02",0.01,37.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"SD",21.1826748614455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,"Biomarker rel. abund./ratio","Taraxerol:total lipid ratio","Camamu Bay","Brasil",-13.916667,-39.066667,"5.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"Carreira et al 2016","Bayesian model","sediment","surface scrape","Van Veen Grab",NA,NA,"Tropical",2016,"2008","Unvegetated","Marau","Among sites",3750,7,NA,NA,13.3857142857143,NA,1.20585714285714,"SD",NA,NA,23.1002473703514,NA,1.56137251892594,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Literature","0-0.02",0.01,38.5471428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"SD",19.0969672236944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,"Biomarker rel. abund./ratio","Taraxerol:total lipid ratio","Camamu Bay","Brasil",-13.916667,-39.066667,"7.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"Carreira et al 2016","Bayesian model","sediment","surface scrape","Van Veen Grab",NA,NA,"Tropical",2016,"2008","Unvegetated","Pinare-Sorojo-Igrapiuna","Among sites",1875,12,NA,NA,12.0591666666667,NA,1.22591666666667,"SD",NA,NA,14.0679005724078,NA,1.15703708264086,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Literature","0-0.02",0.01,32.7272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"SD",21.7514639005788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,"Biomarker rel. abund./ratio","Taraxerol:total lipid ratio","Camamu Bay","Brasil",-13.916667,-39.066667,"3.4199999999999995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"Fry et al 1977","Bayesian model","sediment","surface scrape","Smith-McIntyre Grab",NA,NA,"Temperate",1977,"1977","Unvegetated","Intracoastal Waterway","Among sites",50,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-0.02",0.01,NA,24.19,NA,NA,NA,75.8,NA,NA,NA,NA,NA,NA,NA,99.99,NA,NA,NA,"SD",NA,3.85,NA,NA,3.85,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,0,2,NA,"Not conducted/described","Not reported","Texas","USA",27.513933,-97.319067,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calculated by IsoError using 13C values for the two bays",NA,NA
100,"Gontharet et al 2014","Bayesian model","sediment","coring","Push Corer","300","80","Tropical",2014,"2008","Unvegetated","Macouria bank","Within site",NA,4,NA,NA,NA,NA,0.9,"SD",NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local SPOM, mangrove & microphytobenthos","0-0.18",0.09,41.5,NA,NA,NA,6.5,NA,54,NA,NA,NA,NA,NA,NA,60.5,NA,NA,NA,"SD",5.44671154612273,NA,NA,5.19615242270663,NA,NA,NA,3.91578004149024,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,2,3,3,NA,"Linear mixing model","Linear mixing model","Macouria","French Guiana",5.116667,-52.566667,NA,NA,NA,NA,NA,NA,NA,NA,"Mangrove within 2km",NA,NA,NA,NA,NA,NA
101,"Li et al 2022","Bayesian model","sediment","surface scrape","scoop",NA,NA,"Temperate",2022,"2016","Unvegetated","Jiangsu","Among sites",2000,61,NA,NA,77.3,NA,0.32,NA,NA,NA,31.3,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous study same site","0",0,NA,NA,NA,NA,NA,56.9,NA,NA,NA,NA,NA,NA,4.6,61.5,NA,NA,NA,"95%CI",NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,2,3,2,"Third group was a mixture of soil, plants, etc","Bayesian Mixing Model","MixSIAR","Jiangsu","China",33.45,120.86,"0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"Pang et al 2021","Bayesian model","sediment","surface scrape","Ponar Grab",NA,NA,"Tropical",2021,"2013","Unvegetated","Sabah & Serawak","Among sites",5000,13,NA,NA,NA,NA,0.908461538461538,"SD",NA,NA,NA,NA,0.543198032548078,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local seagrass (Halodule)","0",0,NA,NA,NA,NA,NA,17.0846153846154,NA,82.9153846153846,NA,NA,NA,NA,NA,100,NA,NA,NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,10.1743833681987,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,2,NA,"Linear mixing model","Mixing model (Calder & Parker 1968)","Sabah & Sarawak","Malaysia",5.034,115.2278,"3.3846153846153841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Eyre et al 2013","Bayesian model","sediment","coring","Push Corer","500","95","Temperate",2019,"2006-2007","Unvegetated","Wallis Camden Hastings","Among sites",24000,3,NA,NA,NA,NA,2.01233333333333,"SD",NA,NA,NA,NA,0.846235388844813,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous study same site","0-0.2",0.1,53.1,46.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,"SD",2.02,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,2,3,2,"No quant outputs. Isoerror two-marker models (13C, N:C) did not resolve, so used single-isotope 13C two source model for quant values","Mixing diagram","Ternary mixing diagrams","New South Wales","Australia",-31.624417,152.81065,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isoerror calcs from C13 habitat-specific values in Figure 3","Directed to this paper (which has original mixing model data) from Sanders et al. 2019",NA,NA
107,"Sikes et al 2009","Bayesian model","sediment","coring","Multi-corer","600","100","Temperate",2009,"1999","Unvegetated","Hauraki Gulf","Among sites",20000,7,NA,20.1428571428571,45,0.744285714285714,5.2,"SD",NA,9.88986975695453,29.6647939483827,0.257154761629202,2.17025344142107,"Pb210 gamma",0.148,"cm/yr",0.772657750883274,"SD",NA,NA,NA,NA,"Local vegetation (n-alkane & CSIA)","0-0.16",0.08,NA,NA,NA,NA,NA,NA,42.9785714285714,56.94,NA,NA,NA,NA,NA,99.9185714285714,NA,NA,NA,"SD",NA,NA,NA,NA,NA,NA,NA,10.3588873736057,10.3485522336863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,"Linear mixing model","Mixing model","Hauraki Gulf","New Zealand",-36.25,175,"107.57142857142857",NA,NA,NA,NA,NA,NA,NA,NA,NA,"proporition of n-alkanes (terr = alloch, marine = autoch) Table 1","Authors concluded terrrestrial profile matches mangroves from local n-alkane & CSIA profiles","Max depth 335m",NA,NA
109,"Torgersen & Chivas 1985","Bayesian model","sediment","coring","Piston Corer","1000",NA,"Tropical",1985,"1980","Unvegetated","Hinchinbrook","Among sites",7000,16,NA,NA,NA,NA,0.36625,"SD",NA,NA,NA,NA,0.147099739406069,"Pb210",0.425454545454546,"cm/yr",0.232379000772445,"SD",NA,NA,NA,NA,NA,"0-0.1",0.05,43.9375,NA,NA,NA,NA,NA,56.0625,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,"SD",19.1083533216933,NA,NA,NA,NA,NA,NA,19.1083533216933,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,2,NA,"Linear mixing model","Mixing model","Queensland","Australia",-18,146.166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrestrial end-member 13C -27 matches mangroves for this region",NA,NA,NA
110,"Waterson et al 2008","Bayesian model","sediment","coring","Box Corer","500","500","Temperate",2008,"2003-2004","Unvegetated","Gulf of Mexico - offshore","Among sites (FAs)",9000,11,NA,NA,NA,NA,1.41818181818182,"SD",NA,NA,NA,NA,0.240075745622843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-0.01",0.005,NA,NA,NA,NA,NA,77.9090909090909,NA,NA,NA,NA,NA,NA,NA,77.9090909090909,NA,NA,NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66099922274563,7.66099922274563,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,"Linear mixing model","Mixing model","Gulf of Mexico","USA",28.528333,-89.703333,"226.90909090909091",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Auto = sat SCFA (C12-C18), Alloch = sat LCFA (C22-C30) / Total sat Fas",NA,NA,NA,NA
110,"Waterson et al 2008","Bayesian model","sediment","coring","Box Corer","500","500","Temperate",2008,"2003-2004","Unvegetated","Gulf of Mexico - estuary","Among sites (FAs)",7500,2,NA,NA,NA,NA,2.1,"SD",NA,NA,NA,NA,1.5556349186104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-0.01",0.005,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4142135623731,1.4142135623731,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,"Linear mixing model","Mixing model","Gulf of Mexico","USA",29.28,-89.93,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Auto = sat SCFA (C12-C18), Alloch = sat LCFA (C22-C30) / Total sat Fas",NA,NA,NA,NA
110,"Waterson et al 2008","Bayesian model","sediment","coring","Box Corer","500","500","Temperate",2008,"2003-2004","Unvegetated","Gulf of Mexico - offshore","Among sites (Sterols)",9000,11,NA,NA,NA,NA,1.41818181818182,"SD",NA,NA,NA,NA,0.240075745622843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-0.01",0.005,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82099463490856,3.82099463490856,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,"Linear mixing model","Mixing model","Gulf of Mexico","USA",28.528333,-89.703333,"226.90909090909091",NA,NA,NA,NA,NA,NA,NA,NA,NA,"See Table 4 cholesterols / Total sterols",NA,NA,NA,NA
110,"Waterson et al 2008","Bayesian model","sediment","coring","Box Corer","500","500","Temperate",2008,"2003-2004","Unvegetated","Gulf of Mexico - offshore","Among sites",9000,11,NA,NA,NA,NA,1.41818181818182,"SD",NA,NA,NA,NA,0.240075745622843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-0.01",0.005,NA,NA,NA,NA,NA,66.0909090909091,NA,NA,NA,NA,NA,NA,NA,66.0909090909091,NA,NA,NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33612074594105,8.33612074594106,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,1,NA,"Linear mixing model","Mixing model","Gulf of Mexico","USA",28.528333,-89.703333,"226.90909090909091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"Waterson et al 2008","Bayesian model","sediment","coring","Box Corer","500","500","Temperate",2008,"2003-2004","Unvegetated","Gulf of Mexico - estuary","Among sites (Sterols)",7500,2,NA,NA,NA,NA,2.1,"SD",NA,NA,NA,NA,1.5556349186104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-0.01",0.005,NA,NA,NA,NA,NA,62.5,NA,NA,NA,NA,NA,NA,NA,62.5,NA,NA,NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.707106781186548,0.707106781186548,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,"Linear mixing model","Mixing model","Gulf of Mexico","USA",29.28,-89.93,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"See Table 4 cholesterols / Total sterols",NA,NA,NA,NA
110,"Waterson et al 2008","Bayesian model","sediment","coring","Box Corer","500","500","Temperate",2008,"2003-2004","Unvegetated","Gulf of Mexico - estuary","Among sites",7500,2,NA,NA,NA,NA,2.1,"SD",NA,NA,NA,NA,1.5556349186104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-0.01",0.005,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24264068711928,4.24264068711928,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,1,NA,"Linear mixing model","Mixing model","Gulf of Mexico","USA",29.28,-89.93,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
